CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
65251,LIS,490,"Informal Learn Spaces, Pedagog",IL,LCD,120158,"Wolske, Martin B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56743,LIS,490,Intro to Technology in LIS,TEG,LCD,120158,"Mussulman, David E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56503,LIS,490,Intro to Technology in LIS,TEL,ONL,120158,"McLellan, Amanda H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60182,LIS,490,Youth Svcs Community Engage,YSL,ONL,120158,"McDowell, Kathleen",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49540,LIS,501,Info Org and Access,A,LCD,120158,"Knox, Emily J",0,14,6,2,4,0,0,0,0,0,0,0,0,0,3.72
49541,LIS,501,Info Org and Access,B,LCD,120158,"Bonn, Maria S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49542,LIS,501,Info Org and Access,C,LCD,120158,"Dubin, David S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52605,LIS,501,Info Org and Access,D,LCD,120158,"Roberto, Keller R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41624,LIS,501,Info Org and Access,LEA,ONL,120158,"Smith, Linda C",0,39,3,0,1,0,0,0,0,0,0,0,0,0,3.95
41627,LIS,501,Info Org and Access,LEB,ONL,120158,"Smith, Linda C",0,32,3,0,1,0,0,0,0,0,0,0,0,0,3.94
41648,LIS,501,Info Org and Access,LEC,ONL,120158,"Smith, Linda C",0,19,3,1,0,0,0,0,0,0,0,0,0,0,3.93
61681,LIS,502,Libraries Info and Society,A,LCD,120158,"Williams, Kathleen H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32167,LIS,504,Reference and Info Services,A,LCD,120158,"LeCrone, Jessica M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32171,LIS,504,Reference and Info Services,B,LCD,120158,"Moyer, Jessica E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41649,LIS,504,Reference and Info Services,LEA,ONL,120158,"Holba Puacz, Jeanne T",0,23,1,0,1,0,0,0,0,0,0,0,0,0,3.95
41650,LIS,504,Reference and Info Services,LEB,ONL,120158,"Holba Puacz, Jeanne T",0,19,1,0,0,1,0,0,0,0,0,0,0,0,3.92
32186,LIS,505,Adm Mgt of Libs Info Centers,A,LCD,120158,"Healey, Paul D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41652,LIS,505,Adm Mgt of Libs Info Centers,LE,ONL,120158,"Wong, Melissa A",2,12,3,1,4,1,0,0,0,0,0,0,0,0,3.7
32200,LIS,506,Youth Services Librarianship,A,LCD,120158,"Lucht, Karla S",9,13,3,1,1,0,0,0,0,0,0,0,0,0,3.9
41653,LIS,506,Youth Services Librarianship,LEA,ONL,120158,"Martaus, Alaine",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50204,LIS,506,Youth Services Librarianship,LEB,ONL,120158,"Petrella, Julia B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41654,LIS,507,Intr to Bibliographic Metadata,LEA,ONL,120158,"Bothmann, Robert L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41622,LIS,507,Intr to Bibliographic Metadata,LEB,ONL,120158,"Thomas, Pamela J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60125,LIS,508,Collection Development,LEA,ONL,120158,"Barnhart, Anne C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55975,LIS,518,Community Informatics,A,LCD,120158,"Williams, Kathleen H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56278,LIS,519,Soc Sc Research in LIS,LE,ONL,120158,"Varvel, Virgil E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63318,LIS,527,"Literacy, Reading, and Readers",LE,ONL,120158,"Smith, Dawn M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32225,LIS,530,REEES Bibliog Research Methods,C,LCD,120158,"Condill, Christopher M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32233,LIS,530,Bibliography of Africa,M,LCD,120158,"Batoma, Atoma T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65543,LIS,531,Foundations of Data Curation,LE,ONL,120158,"Duerr, Ruth E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60484,LIS,560,Digital Libraries,LE,ONL,120158,"Downie, J S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60364,LIS,561,Information Modeling,LE,ONL,120158,"Dubin, David S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60485,LIS,562,Metadata in Theory & Practice,A,LCD,120158,"McDonough, Jerome P",0,4,11,4,2,0,0,0,0,0,0,0,0,0,3.6
65235,LIS,562,Metadata in Theory & Practice,LE,ONL,120158,"Jones, Jimi L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65236,LIS,567,Academic Librarianship,LE,ONL,120158,"Wong, Melissa A",6,8,4,3,3,0,0,0,0,0,0,0,0,0,3.74
61840,LIS,569,Financial Management,LE,ONL,120158,"Burger, Robert H",3,10,7,1,1,0,0,0,0,0,0,0,0,0,3.82
61841,LIS,580,Rare Book and Spec Colls,LE,ONL,120158,"Berger, Sidney E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41447,LIS,581,Adm and Use Archival Materials,A,LCD,120158,"Voss, Anke",0,14,7,0,1,0,0,0,0,0,0,0,0,0,3.85
41628,LIS,581,Adm and Use Archival Materials,LE,ONL,120158,"Salrin, Melissa M",1,18,7,1,0,0,0,0,0,0,0,0,0,0,3.89
65237,LIS,582,Preserving Info Resources,LE,ONL,120158,"Huot, Andrew R",2,11,3,3,3,0,0,1,1,0,0,0,0,0,3.57
60102,LIS,585,International Librarianship,A,LCD,120158,"Weech, Terry",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58419,LIS,586,Digital Preservation,LE,ONL,120158,"McDonough, Jerome P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35246,LIS,590,Dialogues on Feminism & Tech,1,LCD,120158,"Irish, Sharon L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50211,LIS,590,Applied Business Research,ACL,ONL,120158,"Song, Yoo-Seong",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22001,LIS,590,Evidence-Based Discovery,AG,LCD,120158,"Blake, Catherine L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51993,LIS,590,Evidence-based Discovery,AGL,ONL,120158,"Blake, Catherine L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56281,LIS,590,"Bookbinding Hist, Princ, Prac",BBL,ONL,120158,"Huot, Andrew R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50205,LIS,590,Theory &Practice Data Cleaning,DCL,ONL,120158,"Ludaescher, Bertram",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61838,LIS,590,Info Svcs for Diverse Users,DUL,ONL,120158,"Cooke, Nicole A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61842,LIS,590,E-Resources Management,ERL,ONL,120158,"Oberg, Steven J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51994,LIS,590,Intellect Freedom & Censorship,FRL,ONL,120158,"Knox, Emily J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41772,LIS,590,History & Foundations of LIS,HF,LCD,120158,"Black, Alistair M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47943,LIS,590,Interfaces to Info Systems,IIL,ONL,120158,"Twidale, Michael B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58688,LIS,590,Web Design Construct Organizs,LWL,ONL,120158,"Kovacs, Diane K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22014,LIS,590,"Memory Media, Memory Inst",MMM,LCD,120158,"Kendall, Lori S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60001,LIS,590,Network Analysis,NA,LCD,120158,"Diesner, Jana",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21986,LIS,590,Privacy in the Internet Age,PV,LCD,120158,"Bashir, Masooda N",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58420,LIS,590,Libr&Info Spanish Spkng Ptrns,SSL,ONL,120158,"Barnhart, Anne C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65281,LIS,590,Typography & Communication,TYL,ONL,120158,"Bushell, Peter J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60349,LIS,590,Info for an Aging World,X21,ONL,120158,"Smith, Linda C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54307,LIS,590,Middle East Librarianship,X68,ONL,120158,"Smith, Linda C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32234,LLS,100,Intro Latina/Latino Studies,AD1,DIS,120158,"Ortiz, Lisa",3,8,5,7,0,2,1,1,0,0,0,0,0,0,3.53
32235,LLS,100,Intro Latina/Latino Studies,AD2,DIS,120158,"Ortiz, Lisa",4,10,3,6,3,0,1,0,0,0,0,0,0,0,3.64
50076,LLS,199,Politics of Undoc Immigration,JI,LCD,120158,"Inda, Jonathan X",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
48137,LLS,220,Mexican & Latin Am Migration,A,LCD,120158,"Ramirez, Marla",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59987,LLS,238,Latina/o Social Movements,A,LCD,120158,"Loza, Mireya",3,11,3,8,3,0,0,1,1,0,0,0,0,0,3.54
58201,LLS,240,Latina/o Popular Culture,A,LCD,120158,"Rodriguez, Richard T",4,13,4,1,1,0,0,0,0,0,0,0,0,0,3.87
58195,LLS,242,Intro to Latina/o Literature,A,LCD,120158,"Coyoca, Wilfred D",0,14,9,4,8,1,0,2,0,0,0,0,3,0,3.24
53829,LLS,278,Mapping Latina/o Inequalities,A,LCD,120158,"Glisch-Sanchez, David L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39711,LLS,301,19thC US Latina/o Lit-ACP,A,LEC,120158,"Romero, Rolando J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60011,LLS,385,Theory and Methods in LLS,A,LCD,120158,"Cacho, Lisa M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50108,LLS,392,Chicanas&Latinas: Self&Society,A,LCD,120158,"Martinez, Shantel D",4,15,0,0,2,0,0,2,0,0,0,0,0,0,3.74
64796,LLS,396,Queer Latinidades,DG,LCD,120158,"Glisch-Sanchez, David L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64012,LLS,396,"Prison, Race, and Terror",NP,LCD,120158,"Paik, Angela N",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55870,LLS,479,"Race, Medicine, and Society",U,LCD,120158,"Lira, Natalie",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64969,LLS,496,Critical Ethnic Studies,JRG,LCD,120158,"Rana, Junaid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64801,LLS,596,Bilingual US Latina/o Culture,RL,LCD,120158,"Romero, Rolando J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57705,MACS,100,Intro to Popular TV & Movies,A,LEC,120158,"Ciafone, Amanda M",128,109,82,50,32,23,11,6,4,0,2,1,6,2,3.57
65517,MACS,100,Intro to Popular TV & Movies,B,LCD,120158,"Kozma, Alicia",10,11,14,5,2,2,0,3,0,0,2,0,4,1,3.23
57643,MACS,101,Intro to the Media,A,LCD,120158,"Prutzer, Edward S",2,4,5,5,3,0,3,2,0,0,0,0,1,0,3.16
57644,MACS,101,Intro to the Media,B,LCD,120158,"Wilson, Kerry B",0,3,0,4,3,4,1,3,2,0,0,0,1,0,2.7
57645,MACS,101,Intro to the Media,C,LCD,120158,"Ban, Youngkwan",5,6,6,4,0,2,1,0,0,0,1,0,0,0,3.52
57646,MACS,101,Intro to the Media,D,LCD,120158,"Ban, Youngkwan",9,5,4,4,2,1,1,0,0,1,0,0,0,0,3.57
57648,MACS,101,Intro to the Media,E,LCD,120158,"Wilson, Kerry B",2,0,2,4,7,2,2,1,0,1,0,0,0,1,3
57649,MACS,101,Intro to the Media,F,LCD,120158,"Prutzer, Edward S",0,3,9,0,3,5,2,2,0,0,0,1,0,0,3.07
57650,MACS,101,Intro to the Media,G,LCD,120158,"Ruehlicke, Andrea",1,4,9,7,4,2,0,0,0,0,0,0,0,0,3.47
65590,MACS,101,Intro to the Media,J,LCD,120158,"Ruehlicke, Andrea",1,8,5,4,4,2,0,0,0,0,0,0,2,0,3.27
59822,MACS,199,Documenting Sporting Cultures,F,LCD,120158,"Cole, Cheryl L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59236,MACS,199,Intro to Film&Media Production,IMP,DIS,120158,"Valkanova, Dora R",0,8,4,2,3,3,0,0,1,0,1,0,1,0,3.17
65073,MACS,203,Contemporary Movies,A,LEC,120158,"Turnock, Julie",0,8,15,1,0,0,0,0,0,0,0,0,0,0,3.77
57706,MACS,261,Survey of World Cinema I,A,LEC,120158,"Jaher, Diana B",2,4,5,8,5,4,0,0,2,0,0,0,2,0,3.06
57656,MACS,264,Creative and Info Economies,A,LCD,120158,"Grosse, Meghan L",0,4,2,2,7,2,0,1,1,0,0,0,2,0,2.86
64433,MACS,295,Screenwriting,A,LCD,120158,"Muirhead, Susan P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64432,MACS,295,Introduction to Documentary,D,LCD,120158,"Rosenstein, Jay M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57657,MACS,317,Media History,A,LCD,120158,"Hay, James W",0,5,8,7,3,4,2,1,0,0,0,0,0,0,3.3
57661,MACS,320,Popular Culture,AL1,LEC,120158,"Brown, Stephanie A",1,10,5,4,10,1,1,4,0,0,0,0,2,0,3.12
57666,MACS,326,"New Media, Culture & Society",AL1,LEC,120158,"Paredes, Veronica A",2,10,12,6,0,1,0,1,0,1,0,0,0,0,3.58
57678,MACS,351,Social Aspects of Media,A,LCD,120158,"Reisner, Ann E",1,12,18,7,12,10,2,3,5,0,2,0,1,0,3.08
57684,MACS,356,Sex & Gender in Popular Media,A,LCD,120158,"Cate, Shannon L",7,97,10,2,0,0,1,0,0,0,0,0,0,0,3.95
57685,MACS,356,Sex & Gender in Popular Media,B,LCD,120158,"Valdivia, Angharad N",4,4,5,1,6,3,1,3,2,0,0,0,1,1,3.05
57707,MACS,361,Film Theory and Criticism,A,LCD,120158,"Turnock, Julie",0,6,14,6,4,0,1,0,1,0,0,0,0,0,3.48
64436,MACS,389,International Communications,B,LCD,120158,"Ju, Ran",0,13,8,2,0,0,0,0,0,0,1,0,0,0,3.71
57688,MACS,410,Media Ethics,U,LCD,120158,"Chan, Anita",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54888,MATH,2,Introductory Algebra,P1,LCD,120158,"Johnson, Rebecca L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32067,MATH,103,Theory of Arithmetic,AL1,LEC,120158,"Hoffmeister, April M",0,12,5,3,19,2,4,7,0,1,2,0,0,1,3.01
62939,MATH,103,Theory of Arithmetic,AL2,LEC,120158,"Hoffmeister, April M",4,14,2,1,20,3,2,9,0,0,3,0,0,0,3.04
64760,MATH,112,Algebra,B1,LCD,120158,"Johnson, Rebecca L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64759,MATH,112,Algebra,EL1,LEC,120158,"Reddy, Alison",7,18,14,21,23,19,10,11,11,3,5,3,8,2,2.72
65465,MATH,112,Algebra,EL2,LEC,120158,"Reddy, Alison",2,13,14,13,6,8,8,10,6,8,3,4,11,1,2.44
56115,MATH,115,Preparation for Calculus,AAP,LCD,120158,"Johnson, Rebecca L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49213,MATH,115,Preparation for Calculus,E1,LCD,120158,"McNeilly, Jennifer R",11,18,17,27,31,24,19,17,7,14,8,4,15,2,2.57
58801,MATH,115,Preparation for Calculus,F1,LCD,120158,"McNeilly, Jennifer R",8,15,16,18,16,18,15,9,8,2,7,1,8,2,2.72
47768,MATH,119,Ideas in Geometry,B1,LCD,120158,"Hasler, Jordan J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32037,MATH,124,Finite Mathematics,L1,LCD,120158,"Dong, Dong",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45900,MATH,124,Finite Mathematics,M1,LCD,120158,"Longfield, Stephen J",1,2,4,2,2,4,2,2,0,2,1,2,0,1,2.65
32038,MATH,124,Finite Mathematics,N1,LCD,120158,"Longfield, Stephen J",0,3,4,5,6,3,0,2,1,1,0,0,0,2,3.05
32040,MATH,124,Finite Mathematics,P1,LCD,120158,"Dong, Dong",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32036,MATH,124,Finite Mathematics,R1,LCD,120158,"Huan, Zhen",1,1,4,1,4,4,2,1,0,0,0,3,1,0,2.61
58743,MATH,124,Finite Mathematics,S1,LCD,120158,"Huan, Zhen",1,1,5,3,6,2,1,2,0,1,0,0,0,0,3.06
32041,MATH,125,Elementary Linear Algebra,B1,LCD,120158,"Anema, Jason A",0,7,13,8,19,8,4,16,6,3,3,0,3,0,2.66
56122,MATH,125,Elementary Linear Algebra,F1,LCD,120158,"Folwaczny, Lena C",8,20,35,36,47,31,30,14,14,9,4,6,5,0,2.8
56123,MATH,125,Elementary Linear Algebra,G1,LCD,120158,"Folwaczny, Lena C",6,31,24,26,40,32,16,21,18,7,3,6,5,1,2.78
32042,MATH,125,Elementary Linear Algebra,X1,LCD,120158,"Anema, Jason A",4,15,25,42,43,15,23,24,10,5,2,3,2,0,2.84
52104,MATH,181,A Mathematical World,E1,LCD,120158,"Loeb, Sarah J",1,3,0,2,0,0,2,3,1,1,1,1,8,0,1.65
49144,MATH,181,A Mathematical World,F1,LCD,120158,"Tebbe, Amelia N",1,2,2,5,2,2,1,5,0,1,0,0,2,0,2.65
49145,MATH,181,A Mathematical World,G1,LCD,120158,"Kydonakis, Georgios",4,4,5,2,1,3,2,1,3,0,0,0,0,0,3.19
51385,MATH,198,Freshman Seminar,G1H,LCD,120158,"Francis, George K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47745,MATH,199,Numbers,CHP,LCD,120158,"Reznick, Bruce A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50300,MATH,199,Prep Future Teachers of Math,FTM,LCD,120158,"Sebestik, Jana S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65503,MATH,199,Undergraduate Open Seminar,GS1,LCD,120158,"McConvey, Andrew R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65504,MATH,199,Undergraduate Open Seminar,GS2,LCD,120158,"Ackermann, Colleen T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54467,MATH,199,Undergraduate Open Seminar,JMD,DIS,120158,"Monical, Cara P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50395,MATH,199,Undergraduate Open Seminar,JMM,DIS,120158,"Sisneros-Thiry, Simone C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50397,MATH,199,Undergraduate Open Seminar,JMT,DIS,120158,"Lanius, Melinda D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51989,MATH,199,Undergraduate Open Seminar,JMW,DIS,120158,"Lanius, Melinda D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65975,MATH,199,Online PreCalc Intensive,OPI,ONL,120158,"Reddy, Alison",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30330,MATH,210,Theory of Interest,M1,LCD,120158,"Gorvett, Richard",2,24,3,6,13,6,2,6,2,1,8,2,0,2,2.94
32072,MATH,213,Basic Discrete Mathematics,D1,LCD,120158,"Escobar Vega, Laura",1,6,5,1,4,5,1,3,1,0,1,0,0,0,3.07
32073,MATH,213,Basic Discrete Mathematics,E1,LCD,120158,"Heller, Jeremiah B",1,7,4,5,4,1,3,3,1,0,1,0,0,0,3.12
32076,MATH,213,Basic Discrete Mathematics,X1,LCD,120158,"Escobar Vega, Laura",3,3,2,3,6,1,0,5,1,0,2,0,0,0,2.91
34494,MATH,220,Calculus,AL1,LEC,120158,"Murphy, Robert F",12,40,16,9,29,16,8,28,8,6,13,4,22,2,2.55
35108,MATH,220,Calculus,AL2,LEC,120158,"Murphy, Robert F",33,51,13,13,38,7,9,25,5,6,14,5,17,3,2.82
33431,MATH,220,Calculus,AL3,LEC,120158,"Murphy, Robert F",21,47,7,8,31,7,9,18,9,3,11,4,20,3,2.7
34440,MATH,220,Calculus,U1,LCD,120158,"Wolbert, Seth P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46992,MATH,221,Calculus I,AL1,LEC,120158,"Mortensen, Karen P",10,24,22,16,27,26,16,24,14,8,13,0,12,1,2.61
47002,MATH,221,Calculus I,BL1,LEC,120158,"Anema, Jason A",12,27,30,20,30,27,9,15,20,5,5,6,6,1,2.81
47013,MATH,221,Calculus I,CL1,LEC,120158,"Guzman, Rosemary K",11,33,20,20,44,29,18,25,1,7,5,3,10,2,2.81
47023,MATH,221,Calculus I,DL1,LEC,120158,"Guzman, Rosemary K",5,24,18,13,38,21,22,28,6,4,9,7,18,2,2.5
48289,MATH,221,Calculus I,EL1,LEC,120158,"Davidson, Ruth E",20,38,21,26,35,19,14,20,12,9,4,1,5,0,2.95
55844,MATH,225,Introductory Matrix Theory,SL1,LCD,120158,"Kerman, Ely",9,21,29,14,20,19,10,10,7,5,4,5,6,1,2.85
55845,MATH,225,Introductory Matrix Theory,TL1,LCD,120158,"Kerman, Ely",9,7,10,12,6,11,5,10,4,2,1,1,9,0,2.65
46860,MATH,231,Calculus II,AL1,LEC,120158,"Ahlgren, Scott D",15,28,13,15,14,9,19,8,6,6,3,2,6,1,2.9
46908,MATH,231,Calculus II,AL2,LEC,120158,"Whittlesey, Kim",10,24,10,18,25,14,16,19,13,14,5,6,8,1,2.58
56751,MATH,231,Calculus II,AL3,LEC,120158,"Whittlesey, Kim",8,18,13,21,10,13,24,14,17,10,6,11,17,6,2.34
46909,MATH,231,Calculus II,D1H,LCD,120158,"Nikolaev, Igor G",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46880,MATH,231,Calculus II,EL1,LEC,120158,"Bronski, Jared C",10,39,31,38,31,33,26,19,9,5,0,1,1,1,3.04
46897,MATH,231,Calculus II,EL2,LEC,120158,"Bronski, Jared C",8,39,47,43,27,33,42,25,17,4,3,3,1,1,2.94
59328,MATH,241,Calculus III,AL1,LEC,120158,"Boca, Florin",5,18,22,11,15,17,24,31,18,11,4,5,10,2,2.46
47036,MATH,241,Calculus III,AL2,LEC,120158,"Boca, Florin",7,21,22,21,31,25,23,31,24,10,6,6,7,1,2.57
49251,MATH,241,Calculus III,BL1,LEC,120158,"Ford, Kevin",10,22,31,20,30,28,27,19,19,8,10,7,8,4,2.64
